tariff,sex,premium,probability,age,smooth,raw,Exposure
KLV,(all),prfrei,qx,18,1.3275258073113165e-4,0,8226.299510763209
KLV,(all),prfrei,qx,19,1.295644880959559e-4,2.107080679208877e-4,9490.805509558933
KLV,(all),prfrei,qx,20,1.2761148812929444e-4,8.590746218746616e-5,11639.932327261778
KLV,(all),prfrei,qx,21,1.271249693914115e-4,1.3825815557397494e-4,14464.6927592955
KLV,(all),prfrei,qx,22,1.2810860973983015e-4,1.6819690437627503e-4,17834.737897034473
KLV,(all),prfrei,qx,23,1.3068942546388469e-4,1.8410947899583834e-4,21724.203462291134
KLV,(all),prfrei,qx,24,1.3535744792858885e-4,7.725019606685272e-5,25888.901926840284
KLV,(all),prfrei,qx,25,1.4323035940828842e-4,9.899151378297493e-5,30304.128082191783
KLV,(all),prfrei,qx,26,1.547997448766643e-4,1.716205087112444e-4,34957.856631040195
KLV,(all),prfrei,qx,27,1.6996251739897868e-4,1.2426954569621048e-4,40232.61932861659
KLV,(all),prfrei,qx,28,1.8886860027240426e-4,3.0426986451408675e-4,46004.7863540569
KLV,(all),prfrei,qx,29,2.1041859659952546e-4,2.12498288587688e-4,51759.622783381004
KLV,(all),prfrei,qx,30,2.351485229964419e-4,1.8960686848757286e-4,58009.27598223694
KLV,(all),prfrei,qx,31,2.637852352967173e-4,2.0259430667442626e-4,64161.14722264037
KLV,(all),prfrei,qx,32,2.9557317094082235e-4,3.444274263503779e-4,69668.86210296553
KLV,(all),prfrei,qx,33,3.266674776893916e-4,4.18224871536338e-4,74107.3035676652
KLV,(all),prfrei,qx,34,3.53339942632628e-4,4.342141825633496e-4,78285.3709619148
KLV,(all),prfrei,qx,35,3.7424185409843514e-4,4.0496713476507345e-4,81471.59413668523
KLV,(all),prfrei,qx,36,3.911923651350805e-4,4.417543390312174e-4,83738.45885894926
KLV,(all),prfrei,qx,37,4.0792359894958186e-4,3.796807222582835e-4,86898.63175523106
KLV,(all),prfrei,qx,38,4.309184576967267e-4,3.6327894768831e-4,90822.78537558332
KLV,(all),prfrei,qx,39,4.669691604307206e-4,2.772719642282057e-4,93757.74985699232
KLV,(all),prfrei,qx,40,5.219777689329145e-4,5.883236335059523e-4,96856.950037633593
KLV,(all),prfrei,qx,41,5.919051038900848e-4,5.470620784184469e-4,100509.53623362939
KLV,(all),prfrei,qx,42,6.731892289863445e-4,9.535211671204173e-4,103776.19723016709
KLV,(all),prfrei,qx,43,7.564773581252497e-4,8.666307430294626e-4,107265.64043353907
KLV,(all),prfrei,qx,44,8.410748711049333e-4,7.748614758485474e-4,110944.57994881831
KLV,(all),prfrei,qx,45,9.326792159338169e-4,8.769099399807777e-4,112846.92811229866
KLV,(all),prfrei,qx,46,0.0010355608683590939,0.0011262984980471747,113582.60453861207
KLV,(all),prfrei,qx,47,0.001152074813644396,9.581413210068162e-4,113707.42385217523
KLV,(all),prfrei,qx,48,0.0012907525069531737,0.0013002507179795107,112981.61926840284
KLV,(all),prfrei,qx,49,0.0014498695602550265,0.0015679691442177428,111521.83915399668
KLV,(all),prfrei,qx,50,0.0016261782742236542,0.0016643658399597202,108659.62912087912
KLV,(all),prfrei,qx,51,0.0018210032811025758,0.0015933337677678616,105982.41668673792
KLV,(all),prfrei,qx,52,0.0020379973836954874,0.002193833282966683,102447.70899443023
KLV,(all),prfrei,qx,53,0.0022672800701877493,0.002395865333858119,98385.0321466205
KLV,(all),prfrei,qx,54,0.0025024237277778386,0.0024677178327877263,93897.99013999698
KLV,(all),prfrei,qx,55,0.002741481700683368,0.0030555564459096244,89208.92851121482
KLV,(all),prfrei,qx,56,0.002980814958154167,0.0027577810339555753,84733.82648652716
KLV,(all),prfrei,qx,57,0.003230519860787738,0.003055763028649466,81034.1257037483
KLV,(all),prfrei,qx,58,0.0034943135723130353,0.0038849192240553772,77071.68279391841
KLV,(all),prfrei,qx,59,0.00376946647236578,0.003665316684784043,72711.50166340508
KLV,(all),prfrei,qx,60,0.00406735316800862,0.004038267319114426,64006.91780821918
KLV,(all),prfrei,qx,61,0.004398878325740691,0.0042895266814128655,54899.72515429776
KLV,(all),prfrei,qx,62,0.004777092615247637,0.0043493742977170485,51848.497109739576
KLV,(all),prfrei,qx,63,0.0052155286208931855,0.005134272100420473,49150.20272467259
KLV,(all),prfrei,qx,64,0.005718855849141338,0.005583440593840161,48222.279971398464
KLV,(all),prfrei,qx,65,0.006289371530281237,0.006485551320121374,45491.913307240706
KLV,(all),prfrei,qx,66,0.0069243038241778845,0.00718554391642475,41877.82948216167
KLV,(all),prfrei,qx,67,0.0076220976463722565,0.007537452211368874,39386.90572030709
KLV,(all),prfrei,qx,68,0.008384298460240644,0.009310342763721084,39128.1198253801
KLV,(all),prfrei,qx,69,0.009209380727793455,0.0091535822611559,38931.37119524311
KLV,(all),prfrei,qx,70,0.010112320794726676,0.010701714780525036,38385.44610115911
KLV,(all),prfrei,qx,71,0.011111343827611697,0.009826017088657013,40710.79532590697
KLV,(all),prfrei,qx,72,0.012241783483023407,0.012132856241353272,44401.08621104922
KLV,(all),prfrei,qx,73,0.01351967389660993,0.013148241403115674,45786.81394701189
KLV,(all),prfrei,qx,74,0.014960083808603924,0.01541213128466437,43266.016332982086
KLV,(all),prfrei,qx,75,0.01656913012809696,0.017065985958165632,39214.85880626223
KLV,(all),prfrei,qx,76,0.01835982739545233,0.01944425062009045,34020.6281649857
KLV,(all),prfrei,qx,77,0.02035514851887627,0.018544287475457194,29116.60436549752
KLV,(all),prfrei,qx,78,0.022601380678669895,0.02218195412296802,24876.583539063675
KLV,(all),prfrei,qx,79,0.025126641327076933,0.02405834646990145,23653.795032364895
KLV,(all),prfrei,qx,80,0.02795533140729389,0.027635708265281306,24158.791457172963
KLV,(all),prfrei,qx,81,0.031096755728111037,0.02801799791790027,24985.854192382958
KLV,(all),prfrei,qx,82,0.0345478097267543,0.03281835075533416,26224.41261478248
KLV,(all),prfrei,qx,83,0.03824745386630793,0.035358712486107384,27364.849172060814
KLV,(all),prfrei,qx,84,0.04207434450140512,0.03920992236555581,28279.23959054644
KLV,(all),prfrei,qx,85,0.04581396469157229,0.04761381989107588,25566.375184404635
KLV,(all),prfrei,qx,86,0.04914554271396525,0.055999291355150575,23519.234765919013
KLV,(all),prfrei,qx,87,0.05171425512584775,0.06314747327569846,23602.021458678308
KLV,(all),prfrei,qx,88,0.05322496022820609,0.06258145227746749,24209.43025741382
KLV,(all),prfrei,qx,89,0.05353861741376676,0.063575515923793,25082.69951828993
KLV,(all),prfrei,qx,90,0.05268729055875968,0.05903571378137298,26598.138770133977
KLV,(all),prfrei,qx,91,0.05087691093422348,0.05327595464406774,28190.909220231824
KLV,(all),prfrei,qx,92,0.04841691995568971,0.04871085496557414,29142.638822821016
KLV,(all),prfrei,qx,93,0.04563272820520546,0.047790875262279445,28369.625575794067
KLV,(all),prfrei,qx,94,0.04280895338850703,0.03781286850056531,25997.915309348187
KLV,(all),prfrei,qx,95,0.04019814391076994,0.0318114350518459,23077.686798133374
KLV,(all),prfrei,qx,96,0.03793930022749838,0.02783667858091168,17145.13182297155
KLV,(all),prfrei,qx,97,0.036051173871496575,0.029408022776375393,11357.966588890562
KLV,(all),prfrei,qx,98,0.0344655552371209,0.03430849961129618,6903.998381755231
KLV,(all),prfrei,qx,99,0.03309178394032689,0.04979560149769671,3583.523385518591
KLV,(all),prfrei,sx,0,NA,0.0040870865019507294,77402.86305133223
KLV,(all),prfrei,sx,1,NA,0.020924071628372613,175689.2062998645
KLV,(all),prfrei,sx,2,NA,0.03670157638188026,179230.21343519495
KLV,(all),prfrei,sx,3,NA,0.052891979676896426,146110.46475989764
KLV,(all),prfrei,sx,4,NA,0.05934948023330737,133247.1798735511
KLV,(all),prfrei,sx,5,NA,0.0569865776316509,135821.35109137438
KLV,(all),prfrei,sx,6,NA,0.055387771165737495,144965.28247779617
KLV,(all),prfrei,sx,7,NA,0.050933159072090596,163553.79933012192
KLV,(all),prfrei,sx,8,NA,0.046711031497207574,180103.39993978624
KLV,(all),prfrei,sx,9,NA,0.03953092913474517,217317.8231973506
KLV,(all),prfrei,sx,10,NA,0.04527919496199828,229213.2208414873
KLV,(all),prfrei,sx,11,NA,0.04199646695466372,221645.99717748005
KLV,(all),prfrei,sx,12,NA,0.04122714456662042,193942.8713758844
KLV,(all),prfrei,sx,13,NA,0.03999459937742892,182697.17029956344
KLV,(all),prfrei,sx,14,NA,0.03708026844680219,175301.01488785187
KLV,(all),prfrei,sx,15,NA,0.036865554622445174,162416.11226855338
KLV,(all),prfrei,sx,16,NA,0.03360064036963321,155670.3157760048
KLV,(all),prfrei,sx,17,NA,0.031940808129369086,150866.34351196748
KLV,(all),prfrei,sx,18,NA,0.028516568847338986,143558.13164985698
KLV,(all),prfrei,sx,19,NA,0.026268149622755938,135022.68664007226
KLV,(all),prfrei,sx,20,NA,0.02985324253937388,109682.68879271414
KLV,(all),prfrei,sx,21,NA,0.028526250185285987,82483.81421044709
KLV,(all),prfrei,sx,22,NA,0.027854678078471362,71863.24308294445
KLV,(all),prfrei,sx,23,NA,0.02674434013568863,62899.30660093331
KLV,(all),prfrei,sx,24,NA,0.023216487491387872,58282.21494806563
KLV,(all),prfrei,sx,25,NA,0.02309000504081333,47260.89558181545
KLV,(all),prfrei,sx,26,NA,0.020627040243929206,40015.36402980581
KLV,(all),prfrei,sx,27,NA,0.019182432152851894,36916.18846153846
KLV,(all),prfrei,sx,28,NA,0.014864389561883861,33988.41309649255
KLV,(all),prfrei,sx,29,NA,0.013700953817492426,29719.923874755383
KLV,(all),prfrei,sx,30,NA,0.012183266683860591,26758.17190275478
KLV,(all),prfrei,sx,31,NA,0.012550460340610135,23911.86238145416
KLV,(all),prfrei,sx,32,NA,0.01286340520840443,23094.73394550655
KLV,(all),prfrei,sx,33,NA,0.010998993053783185,22966.023039289477
KLV,(all),prfrei,sx,34,NA,0.011731106039595866,21948.55462893271
KLV,(all),prfrei,sx,35,NA,0.010421856544478747,21381.291434592804
KLV,(all),prfrei,sx,36,NA,0.011852654325505021,19373.805404184855
KLV,(all),prfrei,sx,37,NA,0.012114358781824996,17640.034464850218
KLV,(all),prfrei,sx,38,NA,0.013104705057183804,15616.544934517537
KLV,(all),prfrei,sx,39,NA,0.011901343444658126,14282.625816649104
KLV,(all),prfrei,sx,40,NA,0.012540700121143084,12440.737242209845
KLV,(all),(all),qx,0,1.1523140762199288e-4,2.979393408732767e-4,3355.887904561192
KLV,(all),(all),qx,1,1.1512734020638514e-4,8.637370789636538e-5,11577.097215113654
KLV,(all),(all),qx,2,1.1505409793937695e-4,5.134243774980885e-4,13630.445536655126
KLV,(all),(all),qx,3,1.1501028415201957e-4,6.694497849810279e-5,14937.140170103869
KLV,(all),(all),qx,4,1.1519114884770097e-4,2.4433531464489335e-4,16368.945009784737
KLV,(all),(all),qx,5,1.1571565190832799e-4,5.741605877976234e-5,17416.230114406142
KLV,(all),(all),qx,6,1.1682783337778522e-4,0,19013.929888604547
KLV,(all),(all),qx,7,1.1866652517933553e-4,0,20977.76718350143
KLV,(all),(all),qx,8,1.2139038310588843e-4,0,23044.074823122082
KLV,(all),(all),qx,9,1.2518749795319402e-4,0,25030.11263736264
KLV,(all),(all),qx,10,1.3028809227294257e-4,1.436364019602729e-4,27846.093835616437
KLV,(all),(all),qx,11,1.3698154038663737e-4,1.9900981770957585e-4,30146.266348035526
KLV,(all),(all),qx,12,1.456727206866664e-4,3.120794573841636e-5,32042.621594159267
KLV,(all),(all),qx,13,1.5703930618116144e-4,8.863004379863816e-5,33847.06727382207
KLV,(all),(all),qx,14,1.712816836889575e-4,1.406485521418061e-4,35547.10164082493
KLV,(all),(all),qx,15,1.8833878205933862e-4,1.331969061231975e-4,37535.90945356014
KLV,(all),(all),qx,16,2.0791882998621793e-4,2.1275947276255371e-4,42296.789259370766
KLV,(all),(all),qx,17,2.292444657445834e-4,2.849859046788794e-4,49118.2366174921
KLV,(all),(all),qx,18,2.511400853653423e-4,2.3667761541339852e-4,59145.19306036429
KLV,(all),(all),qx,19,2.7220467602065657e-4,4.07937490657495e-4,75976.53483365949
KLV,(all),(all),qx,20,2.905762082265976e-4,4.5139151638614797e-4,97454.35567514677
KLV,(all),(all),qx,21,3.048952155933458e-4,3.0361374881368656e-4,125140.0224371519
KLV,(all),(all),qx,22,3.149710110499695e-4,3.6028571376854813e-4,152629.1219479151
KLV,(all),(all),qx,23,3.2085153961219405e-4,3.3239402214178305e-4,177470.68372723166
KLV,(all),(all),qx,24,3.233568121970458e-4,3.7704223797298383e-4,198879.20599879572
KLV,(all),(all),qx,25,3.236408144895004e-4,2.683961112294237e-4,216069.51101911787
KLV,(all),(all),qx,26,3.2375665070637243e-4,2.8094166339628343e-4,231332.25812885744
KLV,(all),(all),qx,27,3.2467379189150765e-4,0.00032813931285674384,249852.86150082794
KLV,(all),(all),qx,28,3.264778395689723e-4,3.485786444356736e-4,269619.54871293093
KLV,(all),(all),qx,29,3.293362088691025e-4,3.621030512884877e-4,289920.2014902905
KLV,(all),(all),qx,30,3.3392476330719516e-4,2.9675106131807306e-4,313347.49288724974
KLV,(all),(all),qx,31,3.4176372676245466e-4,2.900401255388705e-4,337835.28348637663
KLV,(all),(all),qx,32,3.534845692773329e-4,3.6451350284538275e-4,359317.62017913593
KLV,(all),(all),qx,33,3.681828069040625e-4,4.007453016369173e-4,376722.42971548997
KLV,(all),(all),qx,34,3.8520175300059244e-4,3.6418259953666327e-4,392588.6660319133
KLV,(all),(all),qx,35,4.0484588737033225e-4,4.2560063873783415e-4,404048.73182297155
KLV,(all),(all),qx,36,4.2668882516236107e-4,4.5053353331622276e-4,414969.9440538913
KLV,(all),(all),qx,37,4.509530655999844e-4,4.5828759694096897e-4,431944.1129309047
KLV,(all),(all),qx,38,4.7879502766785673e-4,5.20941645906719e-4,454826.88949269906
KLV,(all),(all),qx,39,5.119404221730208e-4,3.8835306331467547e-4,478852.6233779919
KLV,(all),(all),qx,40,5.543581630890902e-4,6.141350895209298e-4,504619.9351723619
KLV,(all),(all),qx,41,6.046409655456932e-4,5.765383794060568e-4,532334.9014074967
KLV,(all),(all),qx,42,6.635233851597753e-4,7.263549676685012e-4,560128.5939710974
KLV,(all),(all),qx,43,7.302303410511422e-4,7.45506282755093e-4,591323.8104922475
KLV,(all),(all),qx,44,8.067634235161614e-4,7.543679457691885e-4,625453.3637212103
KLV,(all),(all),qx,45,8.965994323546608e-4,9.452608108425084e-4,651363.99669577
KLV,(all),(all),qx,46,0.0010008556311549791,9.783193346320188e-4,670209.7035676652
KLV,(all),(all),qx,47,0.0011237578927392408,0.001020997269877157,687212.0530182146
KLV,(all),(all),qx,48,0.001269271574680864,0.0013082459959350974,696660.5995032365
KLV,(all),(all),qx,49,0.0014344011135851897,0.0014663611537823879,701222.5839003462
KLV,(all),(all),qx,50,0.0016160005333273795,0.0017279520003348782,697911.2734231522
KLV,(all),(all),qx,51,0.0018107151430525182,0.0017928824662939583,692675.4803477344
KLV,(all),(all),qx,52,0.002021067000372644,0.0019705228626472,679352.559190125
KLV,(all),(all),qx,53,0.0022494064510556566,0.002348953031577253,659943.8948366701
KLV,(all),(all),qx,54,0.002495286135305466,0.0024154137808858746,633907.365045913
KLV,(all),(all),qx,55,0.0027643085926309283,0.002793880423343135,601189.0603944001
KLV,(all),(all),qx,56,0.0030588944613471627,0.0030970396761803624,562891.1691931357
KLV,(all),(all),qx,57,0.0033836475403244523,0.0033495324974710016,528441.1005946109
KLV,(all),(all),qx,58,0.003746563772524406,0.0038400356441535034,492537.5026418787
KLV,(all),(all),qx,59,0.0041562185545243645,0.0039029184325349692,457991.87644889357
KLV,(all),(all),qx,60,0.004628203224811949,0.004539341159495295,388160.24172813486
KLV,(all),(all),qx,61,0.005170812045476351,0.005050285121519009,314828.74421947915
KLV,(all),(all),qx,62,0.005789579217392564,0.005786220319165825,287437.0833659491
KLV,(all),(all),qx,63,0.006485098452599796,0.006597937407463928,269797.6552310703
KLV,(all),(all),qx,64,0.007254388447145324,0.007449041267361726,262542.3454914948
KLV,(all),(all),qx,65,0.0080928670930039,0.008011712260838475,245899.5471172663
KLV,(all),(all),qx,66,0.008996572391401005,0.00928228997413209,224651.11594911938
KLV,(all),(all),qx,67,0.009956124714948677,0.010421075536065317,210965.24096040946
KLV,(all),(all),qx,68,0.010963854735004202,0.011422176079919398,208134.13940237844
KLV,(all),(all),qx,69,0.012018975535225603,0.012233184287145416,203518.3872196297
KLV,(all),(all),qx,70,0.013130600860019123,0.013773383610809287,194752.3659566461
KLV,(all),(all),qx,71,0.014316184831686167,0.014032832845982848,198273.57966280295
KLV,(all),(all),qx,72,0.015611579692603059,0.015498423796712232,209738.33368207136
KLV,(all),(all),qx,73,0.017058872428694694,0.01604773801383114,210044.23740027097
KLV,(all),(all),qx,74,0.018710665920363682,0.01842574313709991,194385.40104621404
KLV,(all),(all),qx,75,0.0206133265737152,0.019634454505247426,174894.2836670179
KLV,(all),(all),qx,76,0.02281932272988799,0.02161168534890456,148893.92205328916
KLV,(all),(all),qx,77,0.0253757854938531,0.023918738665007603,123181.12597471022
KLV,(all),(all),qx,78,0.028318479787436946,0.027188959745286533,100712.26518139394
KLV,(all),(all),qx,79,0.03166362308513634,0.031329128342298826,92340.96187716394
KLV,(all),(all),qx,80,0.03540371671991444,0.035007312045824815,86694.2084148728
KLV,(all),(all),qx,81,0.03950538910497128,0.0386954046327584,81553.32975312359
KLV,(all),(all),qx,82,0.04390047306770138,0.044615523933942254,78188.16406743941
KLV,(all),(all),qx,83,0.04847435906069668,0.050500606249430285,74871.45907722415
KLV,(all),(all),qx,84,0.05307079481186975,0.05877918383319754,71533.56024386572
KLV,(all),(all),qx,85,0.05750186779210428,0.06297448889683294,56058.080912238445
KLV,(all),(all),qx,86,0.061579947166777574,0.06370054273553968,45488.97094686136
KLV,(all),(all),qx,87,0.06512703379946325,0.07383486240106076,43266.07752521451
KLV,(all),(all),qx,88,0.06797317984656598,0.07765621240748778,41897.05832455216
KLV,(all),(all),qx,89,0.06999313493440676,0.08108522553014351,40621.66922324251
KLV,(all),(all),qx,90,0.07112220381832693,0.07900716599205372,40215.61978021978
KLV,(all),(all),qx,91,0.07136654368730021,0.07466705739339774,39838.71201264489
KLV,(all),(all),qx,92,0.07079221415947225,0.07340784212654355,39052.627728435946
KLV,(all),(all),qx,93,0.06950321928993328,0.07229346494830592,36291.08932711124
KLV,(all),(all),qx,94,0.06762880666455738,0.06097098542421452,32168.216317928647
KLV,(all),(all),qx,95,0.06531255524448888,0.05421928601412349,27651.121037181998
KLV,(all),(all),qx,96,0.06267714683601958,0.05023360173568081,20590.820457624566
KLV,(all),(all),qx,97,0.059812434519637046,0.05067850043772501,14058.762629835917
KLV,(all),(all),qx,98,0.05678056936969086,0.061264483702165064,9303.730438055096
KLV,(all),(all),qx,99,0.053629717515697846,0.07621592051986523,5931.690591600181
KLV,(all),(all),sx,0,NA,0.04213794156864926,860567.4782703598
KLV,(all),(all),sx,1,NA,0.03562589427683626,1633022.4653469818
KLV,(all),(all),sx,2,NA,0.0386150991325653,1532939.1258317025
KLV,(all),(all),sx,3,NA,0.040258752379958546,1377240.3755833209
KLV,(all),(all),sx,4,NA,0.039057612095521874,1279686.016950173
KLV,(all),(all),sx,5,NA,0.03983932383046146,1151146.5268628632
KLV,(all),(all),sx,6,NA,0.037750524601344176,1078546.4816649104
KLV,(all),(all),sx,7,NA,0.03469098339593814,1101312.3164233027
KLV,(all),(all),sx,8,NA,0.0317384576083378,1140208.423641427
KLV,(all),(all),sx,9,NA,0.02718678361938331,1290389.9008956796
KLV,(all),(all),sx,10,NA,0.03670261942299522,1203169.3385066988
KLV,(all),(all),sx,11,NA,0.0321355612776966,1066982.141186211
KLV,(all),(all),sx,12,NA,0.029368254957393224,974873.152980581
KLV,(all),(all),sx,13,NA,0.027235711670523275,925947.2484118621
KLV,(all),(all),sx,14,NA,0.025448688302101858,836608.9153846154
KLV,(all),(all),sx,15,NA,0.02642056679521243,770030.5502483818
KLV,(all),(all),sx,16,NA,0.02341990913020455,731936.6929549902
KLV,(all),(all),sx,17,NA,0.022243651545579064,688411.1853906368
KLV,(all),(all),sx,18,NA,0.020986060233737325,629603.0041698028
KLV,(all),(all),sx,19,NA,0.018678354549291967,570687.8742661448
KLV,(all),(all),sx,20,NA,0.02229415847578881,431793.9694415174
KLV,(all),(all),sx,21,NA,0.021558124141272957,304042.12777359626
KLV,(all),(all),sx,22,NA,0.020242895896833146,266456.35375583323
KLV,(all),(all),sx,23,NA,0.01978285806851182,232326.59156254705
KLV,(all),(all),sx,24,NA,0.01741373223728856,219620.28922926387
KLV,(all),(all),sx,25,NA,0.01742421275153274,172665.40532139095
KLV,(all),(all),sx,26,NA,0.016963081281884864,136835.08761101912
KLV,(all),(all),sx,27,NA,0.01677291744834455,123087.6738822821
KLV,(all),(all),sx,28,NA,0.014690881207545869,109530.05596116213
KLV,(all),(all),sx,29,NA,0.013446866784968248,84429.71390937829
KLV,(all),(all),sx,30,NA,0.013707187511194983,67237.70753424658
KLV,(all),(all),sx,31,NA,0.015017424151754616,55184.57872948969
KLV,(all),(all),sx,32,NA,0.01483214865217775,50123.91513623363
KLV,(all),(all),sx,33,NA,0.013433123793019424,47249.48021978022
KLV,(all),(all),sx,34,NA,0.013540284866219061,44305.62871443625
KLV,(all),(all),sx,35,NA,0.011960853531196485,43547.582538009934
KLV,(all),(all),sx,36,NA,0.013232080017445786,39413.801783832605
KLV,(all),(all),sx,37,NA,0.014515230795853864,36179.97735209996
KLV,(all),(all),sx,38,NA,0.015276472949123246,32090.30728586482
KLV,(all),(all),sx,39,NA,0.01355024215496327,29246.46822971549
KLV,(all),(all),sx,40,NA,0.012250965816028,25554.758505193437
KLV,m,EE,qx,0,2.092661974343816e-4,0,72.14477645642029
KLV,m,EE,qx,1,2.1702388526074562e-4,0,335.6442345325907
KLV,m,EE,qx,2,2.250691576141366e-4,0,494.87545536655125
KLV,m,EE,qx,3,2.3341267551392787e-4,0,612.7523031762757
KLV,m,EE,qx,4,2.4206549519315495e-4,0,669.5357218124341
KLV,m,EE,qx,5,2.5103908274944515e-4,0,715.2134728285413
KLV,m,EE,qx,6,2.6034532933907065e-4,0,806.4753274123137
KLV,m,EE,qx,7,2.69996566934257e-4,0,974.1741005569772
KLV,m,EE,qx,8,2.8000558466463046e-4,0,1187.7494129158513
KLV,m,EE,qx,9,2.903856457644587e-4,0,1406.0290757188018
KLV,m,EE,qx,10,3.011505051481404e-4,0,1716.2886798133372
KLV,m,EE,qx,11,3.123144276372315e-4,0,2011.0402227909076
KLV,m,EE,qx,12,3.2389220686316857e-4,0,2319.257918109288
KLV,m,EE,qx,13,3.358991848707278e-4,0,2711.087723919916
KLV,m,EE,qx,14,3.483512724482073e-4,0,3057.232033719705
KLV,m,EE,qx,15,3.612649702112652e-4,3.009345551375934e-4,3322.481634803553
KLV,m,EE,qx,16,3.746573904683558e-4,2.813435181719802e-4,3553.873694114105
KLV,m,EE,qx,17,3.8816003937534546e-4,2.675927451510119e-4,3736.522090922776
KLV,m,EE,qx,18,4.006814274683218e-4,8.09589507895472e-4,3704.081619750113
KLV,m,EE,qx,19,4.10066639443264e-4,0,3663.619584525064
KLV,m,EE,qx,20,4.1580061064882894e-4,0.0010422836700370742,3835.726825229565
KLV,m,EE,qx,21,4.174455948395809e-4,0,4158.94894625922
KLV,m,EE,qx,22,4.170760643618677e-4,2.2003793125351898e-4,4544.1709769682375
KLV,m,EE,qx,23,4.168193043626642e-4,4.169463445052249e-4,4795.780272467258
KLV,m,EE,qx,24,4.168181433373427e-4,4.047047157758568e-4,4940.874710221286
KLV,m,EE,qx,25,4.1721675096230816e-4,0,5115.390779768177
KLV,m,EE,qx,26,4.180609590546425e-4,0,5355.635247629083
KLV,m,EE,qx,27,4.1939829857509984e-4,1.8274172689064058e-4,5471.703951527924
KLV,m,EE,qx,28,4.212785181641733e-4,7.04079662178169e-4,5679.175319885594
KLV,m,EE,qx,29,4.2061022779083163e-4,0.0011851151600250607,5903.09898389282
KLV,m,EE,qx,30,4.163377196184752e-4,6.388503394314369e-4,6259.247358121331
KLV,m,EE,qx,31,4.11628454548508e-4,2.9888258204748116e-4,6690.591013096492
KLV,m,EE,qx,32,4.1134273164951965e-4,2.8002725588788106e-4,7141.161907270811
KLV,m,EE,qx,33,4.1895035096134844e-4,1.3506316534512097e-4,7403.443165738371
KLV,m,EE,qx,34,4.3656535177142365e-4,5.14026981826052e-4,7779.6926765015805
KLV,m,EE,qx,35,4.608597585433802e-4,7.412186283453227e-4,8091.777668222188
KLV,m,EE,qx,36,4.89023887125897e-4,7.113933442172219e-4,8431.15256661147
KLV,m,EE,qx,37,5.208083168878201e-4,3.3574395635207945e-4,8933.880498268854
KLV,m,EE,qx,38,5.587344940131287e-4,7.204621823232545e-4,9712.485337949722
KLV,m,EE,qx,39,6.021647313301699e-4,3.75314414717972e-4,10655.730806864369
KLV,m,EE,qx,40,6.527797400914335e-4,0.0011164662999077221,11637.380340207737
KLV,m,EE,qx,41,7.068618424970121e-4,0.0010751311203450532,13014.667529730543
KLV,m,EE,qx,42,7.670746223231709e-4,4.8214248680466084e-4,14515.02967032967
KLV,m,EE,qx,43,8.444575131274271e-4,6.732520563233017e-4,16333.105870841488
KLV,m,EE,qx,44,9.441947547430864e-4,0.0010451581825590783,18169.566400722564
KLV,m,EE,qx,45,0.001066995136787363,0.001251835313906965,19958.178029504743
KLV,m,EE,qx,46,0.0012163741348720938,0.0010979709642648704,21846.50152792413
KLV,m,EE,qx,47,0.0014035608960466818,8.51977851030616e-4,23464.788664759897
KLV,m,EE,qx,48,0.0016387712252554267,0.0018046379526809205,24913.24954087009
KLV,m,EE,qx,49,0.0018987061977613223,0.0026080615538418587,26421.930791810926
KLV,m,EE,qx,50,0.002149254951771302,0.0027544668038448437,27553.54689899142
KLV,m,EE,qx,51,0.00237254596522428,0.0024154558362315106,28945.037204576245
KLV,m,EE,qx,52,0.0025781459269546866,0.002465268743998014,29980.01140298058
KLV,m,EE,qx,53,0.002786155069868585,0.0025052875933028016,30696.49433990667
KLV,m,EE,qx,54,0.0030185043741152943,0.002594294048239855,30796.9053439711
KLV,m,EE,qx,55,0.0032872304578794352,0.0032823033361201507,31024.738454011742
KLV,m,EE,qx,56,0.0035806752076630614,0.004517329020215713,31142.63487881981
KLV,m,EE,qx,57,0.0038815720029936403,0.003707848203980544,31226.9916227608
KLV,m,EE,qx,58,0.004216174576506884,0.004444377440006103,30981.468116814693
KLV,m,EE,qx,59,0.004609360846641928,0.0035586421365307592,30575.16036429324
KLV,m,EE,qx,60,0.005108329514904155,0.0050723004343181605,30087.328420894173
KLV,m,EE,qx,61,0.005705715209919544,0.00563163128616594,29039.224680114407
KLV,m,EE,qx,62,0.006383511887442459,0.007392990899103612,28030.756668673792
KLV,m,EE,qx,63,0.007105309876204197,0.007757232604828112,27223.333900346228
KLV,m,EE,qx,64,0.007867985061943068,0.0075921768317937155,26767.76403733253
KLV,m,EE,qx,65,0.008701314199930373,0.007233081409824603,26035.44231521903
KLV,m,EE,qx,66,0.00963276730171941,0.010876712582804565,25054.435179888605
KLV,m,EE,qx,67,0.010615558716763188,0.011142842645491924,24363.531875658588
KLV,m,EE,qx,68,0.011638738762375167,0.011047943288223906,25024.05458377239
KLV,m,EE,qx,69,0.012712362868179788,0.013225023258760609,25914.410642781877
KLV,m,EE,qx,70,0.013821731258936877,0.01508025911016063,25732.43645943098
KLV,m,EE,qx,71,0.014972760276776909,0.015567269388931463,27215.844821616738
KLV,m,EE,qx,72,0.016234073099194446,0.014770772606739405,29366.95308595514
KLV,m,EE,qx,73,0.017728673715765562,0.016469857094702643,29686.971624266145
